courseID,courseName,designation,hours,hasPrereq,hasVarPrereq,prereqs,varPrereqs,description,isNCSU,isUNC
che225,Introduction to Chemical Engineering Analysis,,3,TRUE,FALSE,"che205, ma242, ma341",,"Introduction of mathematical and computational tools for analyzing chemical engineering problems. Sequential modular and equation-based simulation of steady-state chemical processes using advanced spreadsheet methods and multivariate root-finding algorithms. Material and energy balances on transient processes and their solution using analytical and numerical methods. Introduction to microscopic material and energy balances using the ""shell balance"" approach to develop the governing differential equations. Solutions to steady-state boundary value problems in heat conduction and Fickian diffusion.",TRUE,FALSE
che315,Chemical Process Thermodynamics,,3,TRUE,FALSE,che225,,"Laws of thermodynamics and their application to chemical engineering problems, both in theory and in practice. Criteria of equilibrium in physical and chemical changes. Behavior of real fluids, including mixtures.",TRUE,FALSE
ece331,Principles of Electrical Engineering,,3,TRUE,FALSE,"py208, ma241",,"Concepts, units and methods of analysis in electrical engineering. Analysis of d-c and a-c circuits, characteristics of linear and non-linear electrical devices; principles of operational amplifiers; transformers; motors; and filters.",TRUE,FALSE
gn311,Principles of Genetics,,4,TRUE,TRUE,bio183,zo160,"Basic concepts and principles of prokaryotic and eukaryotic genetics. Mendelian inheritance, polygenic inheritance, linkage and mapping, chromosome aberrations, population genetics, evolution, DNA structure and replication, gene expression, mutation, gene regulation, extranuclear inheritance, bacterial and viral genetics, and recombinant DNA technology.",TRUE,FALSE
ma108,Precalculus II,,3,TRUE,FALSE,ma107,,"Algebra, analytic geometry and trigonometry; inequalities, conic sections, complex numbers, sequences and series, solving triangles, polar coordinates, and applications.Credit for MA 108 does not count toward graduation for students in Engineering, College of Sciences, Design, Bio and Ag Engineering (Science Program), Bio Sci (all options), Math Edu, Sci Edu, Textiles, and B.S. degrees in CHASS. Credit is not allowed for both MA 108 and MA 111. Also, MA 108 should not be counted toward the GER mathematical sciences.",TRUE,FALSE
ma111,Precalculus Algebra and Trigonometry,,3,TRUE,FALSE,ma101,,"Real numbers, functions and their graphs (special attention to polynomial, rational, exponential, logarithmic, and trigonometric functions), analytic trigonometry. Credit in MA 111 does not count toward graduation for students in Engr., College of Sciences., Design, Biological & Ag. Engr. (Science Program), Biological Sci.(all options),Math. Edu., Forestry, & Textiles. Credit is not allowed for both MA 111 and either MA 107 or MA 108.",TRUE,FALSE
ma141,Calculus I,freshman,4,TRUE,FALSE,ma111,,"First of three semesters in a calculus sequence for science and engineering majors. Functions, graphs, limits, derivatives, rules of differentiation, definite integrals, fundamental theorem of calculus, applications of derivatives and integrals. Use of computation tools. Credit is not allowed for more than one of MA 141, 131, 121.",TRUE,TRUE
ma241,Calculus II,freshman,4,TRUE,FALSE,ma141,,"Second of three semesters in a calculus sequence for science and engineering majors. Techniques and applications of integration, elementary differential equations, sequences, series, power series, and Taylor's Theorem. Use of computational tools.",TRUE,TRUE
ma242,Calculus III,freshman,4,TRUE,FALSE,ma241,,"Third of three semesters in a calculus sequence for science and engineering majors. Vectors, vector algebra, and vector functions. Functions of several variables, partial derivatives, gradients, directional derivatives, maxima and mimima. Multiple integration. Line and surface integrals, Green's Theorem, Divergence Theorems, Stokes' Theorem, and applications. Use of computational tools.",TRUE,TRUE
ma331,Differential Equations for the Life Sciences,,3,TRUE,FALSE,ma241,,"This course provides students with an understanding of how mathematics and life sciences can stimulate and enrich each other. The course topics include first order differential equations, separable equations, second order systems, vector and matrix systems, eigenvectors/eigenvalues, graphical and qualitative methods. The methods are motivated with examples from the biological sciences (growth models, kinetics and compartmental models, epidemic models, predator-prey, etc). Computational modeling will be carried out using SimBiology, a MATLAB toolbox based graphical user interface, which which automates and simplifies the process of modeling biological systems. Credit cannot be given for both MA 341 and MA 331.",TRUE,FALSE
ma341,Applied Differential Equations I,freshman,3,TRUE,TRUE,ma242,"ma132, ma231","Differential equations and systems of differential equations. Methods for solving ordinary differential equations including Laplace transforms, phase plane analysis, and numerical methods. Matrix techniques for systems of linear ordinary differential equations. Credit is not allowed for both MA 301 and MA 341.",TRUE,TRUE
mae201,Engineering Thermodynamics I,microdevices,3,TRUE,FALSE,"ma242, py208",,Introduction to the concept of energy and the laws governing the transfers and transformations of energy. Emphasis on thermodynamic properties and the First and Second Law analysis of systems and control volumes. Integration of these concepts into the analysis of basic power cycles is introduced.,TRUE,FALSE
mae206,Engineering Statics,,3,TRUE,FALSE,"ma241, py208",,"Basic concepts of forces in equilibrium. Distributed forces, frictional forces. Inertial properties. Application to machines, structures, and systems. Credit is not allowed for both MAE 206 and CE 214.",TRUE,FALSE
mae208,Engineering Dynamics,,3,TRUE,TRUE,"ma242, mae206",ce214,"Kinematics and kinetics of particles in rectangular, cylindrical, and curvilinear coordinate systems; energy and momentum methods for particles; kinetics of systems of particles; kinematics and kinetics of rigid bodies in two and three dimensions; motion relative to rotating coordinate systems.",TRUE,FALSE
mae214,Solid Mechanics,,3,TRUE,TRUE,"ma242, mae206",ce214,"Concepts and theories of internal force, stress, strain, and strength of structural element under static loading conditions. Constitutive behavior for linear elastic structures. Deflection and stress analysis procedures for bars, beams, and shafts.Introduction to matrix analysis of structures.",TRUE,FALSE
mb351,General Microbiology,,3,TRUE,TRUE,"bio181, ch221","bio183, zo150, zo160, ch220",Rigorous introduction to basic principles of microbiology for students in biological and agricultural sciences and for all students planning to take further courses in microbiology.,TRUE,FALSE
mse201,Structure and Properties of Engineering Materials,,3,TRUE,FALSE,ch101,,"Introduction to the fundamental physical principles governing the structure and constitution of metallic and nonmetallic materials and the relationships among these principles and the mechanical, physical and chemical properties of engineering materials.",TRUE,FALSE
mse301,Introduction to Thermodynamics of Materials,microdevices,3,TRUE,TRUE,"mse201, ma242",bme203,"Review of classical thermodynamics and thermodynamic relationships. Use of statistical methods of describe entropy and other thermodynamic properties. Description of vapor-, liquid-, and solid-phase equilibrium in unary and other multicomponent material systems. Treatment of ideal and nonideal solution behavior in inorganic alloys and organic polymers. Application of gas-phase reaction kinetics and identification of the criteria required for reaction equilbria.",TRUE,FALSE
mse485,Biomaterials,,3,TRUE,FALSE,"bme203, bio183",,"Introduction to materials of natural and synthetic origin and brief survey of historic, current, and future applications of materials in medicine. Examination of the classes and properties of degradable and non-degradable materials, interactions of materials with cells and tissues, and fundamentals of biocompatibility including inflammation, encapsulation, and infection. Discussion of biomaterial failure mechanisms, regulation, and related ethical concerns.",TRUE,FALSE
py205,Physics for Engineers and Scientists I,freshman,3,TRUE,FALSE,ma141,,"First semester of a two-semester sequence in introductory physics, with coordinated problem-solving experiences. A calculus-based study of mechanics, sound and heat. Credit not allowed for more than one of PY 205, PY 201, and PY 211.",TRUE,TRUE
py208,Physics for Engineers and Scientists II,freshman,3,TRUE,FALSE,"py205, ma241",,"Second semester of a two-semester sequence in introductory physics. A calculus-based study of electricity, magnetism, optics and modern physics. Credit not allowed for more than one of PY 208,PY 202, and PY 212.",TRUE,TRUE
st370,Probability and Statistics for Engineers,,3,TRUE,FALSE,ma241,,Calculus-based introduction to probability and statistics with emphasis on Monte Carlo simulation and graphical display of data on computer workstations. Statistical methods include point and interval estimation of population parameters and curve and surface fitting (regression analysis). The principles of experimental design and statistical process control introduced. Credit not allowed for both ST 370 and ST 361 or ST 380.,TRUE,FALSE
st371,Introduction to Probability and Distribution Theory,,3,TRUE,FALSE,"ma241, ma242",,"Basic concepts of probability and distribution theory for students in the physical sciences, computer science and engineering. Provides the background necessary to begin study of statistical estimation, inference, regression analysis, and analysis of variance.",TRUE,FALSE
te303,Thermodynamics for Textile Engineers,,3,TRUE,FALSE,"ma242, py208",,"Introduction to the concept of energy and the laws governing the transfer and transformation of energy with an emphasis on thermodynamic properties and the First and Second Laws of Thermodynamics. The fundamentals of thermodynamics will be emphasized, although more applied examples and problems will be heavily utilized.",TRUE,FALSE
